FEN: rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR, Games: 176, Wins: 83, Losses: 82, Draws: 11
FEN: r1q1kb1r/1p2pppp/p1n2n2/7b/Q1B5/2P1BN1P/PP1N1PP1/3RK2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q1kb1r/1p2pppp/pBn2n2/7b/Q1B5/2P2N1P/PP1N1PP1/3RK2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q1kb1r/1p3ppp/pBn1pn2/7b/Q1B5/2P2N1P/PP1N1PP1/3RK2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q1kb1r/1p3ppp/pBn1pn2/7b/Q1B5/2P2N1P/PP1N1PP1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q1k2r/1p2bppp/pBn1pn2/7b/Q1B5/2P2N1P/PP1N1PP1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q1k2r/1p2bppp/pBn1pn2/7b/Q1B3P1/2P2N1P/PP1N1P2/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q1k2r/1p2bppp/pBn1pnb1/8/Q1B3P1/2P2N1P/PP1N1P2/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q1k2r/1p2bppp/pBn1pnb1/4N3/Q1B3P1/2P4P/PP1N1P2/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bppp/pBn1pnb1/4N3/Q1B3P1/2P4P/PP1N1P2/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bppp/pBn1pnN1/8/Q1B3P1/2P4P/PP1N1P2/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pBn1pnp1/8/Q1B3P1/2P4P/PP1N1P2/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pBn1pnp1/8/Q1B3P1/2P2N1P/PP3P2/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pBn2np1/4p3/Q1B3P1/2P2N1P/PP3P2/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pBn2np1/4p3/Q1B3P1/2P2N1P/PP3P2/3RR1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pBn3p1/4p3/Q1B3n1/2P2N1P/PP3P2/3RR1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pBn3p1/3Bp3/Q5n1/2P2N1P/PP3P2/3RR1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pBn2np1/3Bp3/Q7/2P2N1P/PP3P2/3RR1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pBn2np1/3BN3/Q7/2P4P/PP3P2/3RR1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pB3np1/3Bn3/Q7/2P4P/PP3P2/3RR1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pB3np1/3BR3/Q7/2P4P/PP3P2/3R2K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pB4p1/3nR3/Q7/2P4P/PP3P2/3R2K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p2bpp1/pB4p1/3RR3/Q7/2P4P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p3pp1/pB3bp1/3RR3/Q7/2P4P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q2rk1/1p3pp1/pB3bp1/3R4/Q7/2P1R2P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q1r1k1/1p3pp1/pB3bp1/3R4/Q7/2P1R2P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q1r1k1/1p3pp1/pB3bp1/3R4/5Q2/2P1R2P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q3k1/1p3pp1/pB3bp1/3R4/5Q2/2P1r2P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1q3k1/1p3pp1/pB3bp1/3R4/8/2P1Q2P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r5k1/1p3pp1/pBq2bp1/3R4/8/2P1Q2P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r5k1/1p3pp1/pBq2bp1/8/8/2PRQ2P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/1p3pp1/pBq2bp1/8/8/2PRQ2P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/1p3pp1/pBq2bp1/8/8/2PR1Q1P/PP3P2/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/1p3pp1/pBq2bp1/8/8/2PR1Q1P/PP3P2/4r1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/1p3pp1/pBq2bp1/8/8/2PR1Q1P/PP3PK1/4r3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/1p3pp1/pq3bp1/8/8/2PR1Q1P/PP3PK1/4r3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/1p1R1pp1/pq3bp1/8/8/2P2Q1P/PP3PK1/4r3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/1p1R1pp1/pq3bp1/8/8/2P2Q1P/PP3PK1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/1p1R1pp1/pq3bp1/8/8/2PQ3P/PP3PK1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/1p1R1pp1/p1q2bp1/8/8/2PQ3P/PP3PK1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/1p1R1pp1/p1q2bp1/8/8/2PQ1P1P/PP4K1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p1q2bp1/1p6/8/2PQ1P1P/PP4K1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p1q2bp1/1p6/P7/2PQ1P1P/1P4K1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p1q2bp1/8/p7/2PQ1P1P/1P4K1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p1q2bp1/8/p7/2P2P1P/1P4K1/3Q4, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p4bp1/8/p1q5/2P2P1P/1P4K1/3Q4, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p4bp1/8/p1q5/2P2PKP/1P6/3Q4, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p4b2/6p1/p1q5/2P2PKP/1P6/3Q4, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p2Q1b2/6p1/p1q5/2P2PKP/1P6/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p2Q4/4b1p1/p1q5/2P2PKP/1P6/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p2Q4/4b1p1/p1q2P2/2P3KP/1P6/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p2b4/6p1/p1q2P2/2P3KP/1P6/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p2b4/6p1/p1q2P2/2P4P/1P4K1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p2b4/6p1/p4q2/2P4P/1P4K1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p2b4/6p1/p4q2/2P4P/1P6/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p2b4/6p1/p5q1/2P4P/1P6/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p2b4/6p1/p5P1/2P5/1P6/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/3R1pp1/p7/6p1/p4bP1/2P5/1P6/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/R4pp1/p7/6p1/p4bP1/2P5/1P6/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/R4pp1/p7/6p1/p4bP1/2P5/1P2r3/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/5pp1/R7/6p1/p4bP1/2P5/1P2r3/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/5pp1/R7/6p1/p4bP1/2P5/1r6/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/5pp1/8/6p1/R4bP1/2P5/1r6/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/5pp1/8/6p1/R4bP1/2P5/2r5/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/5pp1/8/6p1/2R2bP1/2P5/2r5/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/5pp1/8/6p1/2R3P1/2P5/2rb4/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R3k1/5pp1/8/6p1/6P1/2P5/2rb4/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5ppk/8/6p1/6P1/2P5/2rb4/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5ppk/8/6p1/2P3P1/8/2rb4/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5pp1/6k1/6p1/2P3P1/8/2rb4/6K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5pp1/6k1/6p1/2P3P1/8/2rb1K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5pp1/6k1/6p1/1bP3P1/8/2r2K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5pp1/6k1/6p1/1bP3P1/5K2/2r5/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5pp1/6k1/6p1/1bP3P1/5K2/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5pp1/6k1/6p1/1bP1K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5pp1/5k2/6p1/1bP1K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5pp1/5k2/2P3p1/1b2K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/5pp1/4k3/2P3p1/1b2K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5pp1/2R1k3/2P3p1/1b2K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/3k1pp1/2R5/2P3p1/1b2K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/3k1pp1/R7/2P3p1/1b2K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/3k1pp1/R7/2b3p1/4K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/3k1pp1/8/R1b3p1/4K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/3kbpp1/8/R5p1/4K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/R2kbpp1/8/6p1/4K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/R3bpp1/4k3/6p1/4K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bpp1/R3k3/6p1/4K1P1/8/3r4/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bpp1/R2rk3/6p1/4K1P1/8/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/R3bpp1/3rk3/6p1/4K1P1/8/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/R3bpp1/1r2k3/6p1/4K1P1/8/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/4bpp1/1r2k3/6p1/4K1P1/8/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/4bpp1/4k3/6p1/1r2K1P1/8/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/4bpp1/4k3/6p1/1r4P1/5K2/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/4bpp1/4k3/6p1/5rP1/5K2/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/4bpp1/4k3/6p1/5rP1/6K1/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/5pp1/3bk3/6p1/5rP1/6K1/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/5pp1/3bk3/6p1/5rP1/7K/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/5pp1/3bk3/6p1/6P1/5r1K/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/5pp1/3bk3/6p1/6P1/5r2/6K1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/5pp1/3bk3/6p1/6P1/6r1/6K1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/5pp1/3bk3/6p1/6P1/6r1/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/5pp1/3bk3/6p1/6r1/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5pp1/R2bk3/6p1/6r1/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5pp1/R2bk3/6p1/1r6/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5pp1/3bk3/R5p1/1r6/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/6p1/3bk3/R4pp1/1r6/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/6p1/R2bk3/5pp1/1r6/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/6p1/R2bk3/5p2/1r4p1/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/6p1/3bk3/5p2/1r4p1/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: R7/6p1/3bk3/8/1r3pp1/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4R3/6p1/3bk3/8/1r3pp1/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4R3/4b1p1/4k3/8/1r3pp1/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6R1/4b1p1/4k3/8/1r3pp1/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6R1/4bkp1/8/8/1r3pp1/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/4bkp1/8/8/1r3pp1/8/5K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/4bkp1/8/8/5pp1/8/1r3K2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/4bkp1/8/8/5pp1/8/1r6/5K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2R5/4bkp1/8/8/6p1/5p2/1r6/5K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bkp1/8/8/6p1/5p2/1r6/2R2K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bkp1/8/8/8/5pp1/1r6/2R2K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bkp1/8/8/8/5pp1/1r6/R4K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/6p1/8/5pp1/1r6/R4K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/6p1/8/5pp1/1r6/3R1K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/5pp1/1r6/3R1K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/5pp1/1r6/2R2K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/5pp1/7r/2R2K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/5pp1/7r/2R3K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/6p1/5p1r/2R3K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/6p1/5p1r/2R2K2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/6p1/5p2/2R2K1r, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/6p1/4Kp2/2R4r, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/6p1/4Kp2/2r5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/4K1p1/5p2/2r5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/4K1p1/8/2r2q2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/6p1/3K4/2r2q2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/6p1/3K4/2r1q3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/3K2p1/8/2r1q3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/6p1/2rK2p1/8/4q3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/3K2p1/2r3p1/8/4q3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/8/3K2p1/2r1q1p1/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/3K4/6p1/2r1q1p1/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/4bk2/8/2rK4/6p1/4q1p1/8/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqkb1r/ppp2ppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQK2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qkb1r/pppb1ppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQK2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qkb1r/pppb1ppp/2Bp1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQK2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qkb1r/ppp2ppp/2bp1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQK2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qkb1r/ppp2ppp/2bp1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qkb1r/ppp2ppp/2bp1n2/8/3pP3/2N2N2/PPP2PPP/R1BQ1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qkb1r/ppp2ppp/2bp1n2/8/3QP3/2N2N2/PPP2PPP/R1B2RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qk2r/ppp1bppp/2bp1n2/8/3QP3/2N2N2/PPP2PPP/R1B2RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qk2r/ppp1bppp/2bp1n2/8/3QPB2/2N2N2/PPP2PPP/R4RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/ppp1bppp/2bp1n2/8/3QPB2/2N2N2/PPP2PPP/R4RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/ppp1bppp/2bp1n2/8/3QPB2/2N2N2/PPP2PPP/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/ppp1bppp/2bp4/7n/3QPB2/2N2N2/PPP2PPP/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/ppp1bppp/2bp4/7n/3QP3/2N2N2/PPP2PPP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/ppp2ppp/2bp1b2/7n/3QP3/2N2N2/PPP2PPP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/ppp2ppp/2bp1b2/7n/4P3/2NQ1N2/PPP2PPP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/ppp2ppp/2bp4/7n/4P3/2bQ1N2/PPP2PPP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/ppp2ppp/2bp4/7n/4P3/2PQ1N2/P1P2PPP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/ppp2ppp/2bp1n2/8/4P3/2PQ1N2/P1P2PPP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/ppp2ppp/2bp1n2/8/4P3/2PQ4/P1PN1PPP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qr1k1/ppp2ppp/2bp1n2/8/4P3/2PQ4/P1PN1PPP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qr1k1/ppp2ppp/2bp1n2/8/4P3/2PQ1P2/P1PN2PP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qr1k1/pppn1ppp/2bp4/8/4P3/2PQ1P2/P1PN2PP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qr1k1/pppn1ppp/2bp4/8/2P1P3/3Q1P2/P1PN2PP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qr1k1/ppp2ppp/2bp4/4n3/2P1P3/3Q1P2/P1PN2PP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2qr1k1/ppp2ppp/2bp4/4n3/2P1P3/5P2/P1PNQ1PP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r3r1k1/ppp2ppp/2bp1q2/4n3/2P1P3/5P2/P1PNQ1PP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r3r1k1/ppp2ppp/2bp1q2/4n3/2P1P3/1N3P2/P1P1Q1PP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r3r1k1/ppp2ppp/2bp4/4n3/2P1P2q/1N3P2/P1P1Q1PP/2BR1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r3r1k1/ppp2ppp/2bp4/4n3/2P1P2q/1N3P2/PBP1Q1PP/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r5k1/ppp2ppp/2bpr3/4n3/2P1P2q/1N3P2/PBP1Q1PP/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r5k1/ppp2ppp/2bpr3/4n3/2PNP2q/5P2/PBP1Q1PP/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r5k1/ppp2ppp/2bp3r/4n3/2PNP2q/5P2/PBP1Q1PP/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r5k1/ppp2ppp/2bp3r/4n3/2PNP2q/5P1P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/ppp2ppp/2bp3r/4n3/2PNP2q/5P1P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/ppp2ppp/2bp3r/4nN2/2P1P2q/5P1P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/ppp2ppp/2bp1q1r/4nN2/2P1P3/5P1P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/ppp2ppp/2bp1q1N/4n3/2P1P3/5P1P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/ppp2ppp/2bp3q/4n3/2P1P3/5P1P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/ppp2ppp/2bp3q/4n3/2P1PP2/7P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/pppn1ppp/2bp3q/8/2P1PP2/7P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/pppn1ppp/2bp3q/4P3/2P2P2/7P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/pppn1ppp/2bp2q1/4P3/2P2P2/7P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/pppn1ppp/2bp2q1/4PP2/2P5/7P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/pppn1ppp/2bp4/4PPq1/2P5/7P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/pppn1ppp/2bpP3/5Pq1/2P5/7P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/ppp2ppp/2bpP3/4nPq1/2P5/7P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/ppp2ppp/2bpPP2/4n1q1/2P5/7P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r1k1/ppp2p1p/2bpPp2/4n1q1/2P5/7P/PBP1Q1P1/3R1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
